hpx,Mean,StDev,Min,Max,Median,Q10,NGood,RA,Dec,GAL_LONG,GAL_LAT
0,0.009036292,0.005012419,6.601E-4,0.02666511,0.00828233,0.0028035,821,45.0,4.780191847199159,172.05062269953393,-45.47739590609485
1,0.00847505,0.0048038466,2.5551E-4,0.02855531,0.00756369,0.00300149,965,50.62499999999999,9.594068226860461,173.09644763364517,-38.1497476587662
2,0.008965573,0.0047885734,8.045E-5,0.02888175,0.00835174,0.00315545,918,39.375,9.594068226860461,161.57142923513507,-45.17289797210657
3,0.008086246,0.004454805,6.789E-5,0.02505177,0.00770047,0.0024864,1096,45.0,14.477512185929923,163.75164896782934,-38.000477056371984
4,0.0072245565,0.003960606,2.847E-4,0.02615815,0.00692404,0.00260028,1343,56.25,14.477512185929923,173.68811714767577,-30.811226863407402
5,0.005565009,0.0030892505,1.3007E-4,0.01863055,0.00510538,0.00188446,2250,61.87499999999999,19.47122063449069,173.82108870288155,-23.4735449233152
6,0.006766738,0.0036931068,3.4737E-4,0.02755611,0.00630109,0.0025055,1481,50.62499999999999,19.47122063449069,165.14431721348555,-30.75212524824437
7,0.0052235965,0.0028707087,7.462E-5,0.02226822,0.004798375,0.001816265,2486,56.25,24.624318352164078,165.83120603298534,-23.449170939448248
8,0.008470106,0.0047616237,8.012E-5,0.02879562,0.00780201,0.003022425,902,33.75,14.477512185929923,151.46642796508306,-43.716004417914206
9,0.008112626,0.0045391093,1.2317E-4,0.02462788,0.00744094,0.00259131,1101,39.375,19.47122063449069,154.63793653014454,-36.78638694177338
10,0.00835904,0.0043091946,7.2314E-4,0.02681426,0.00800524,0.00296149,1042,28.125,19.47122063449069,142.16776562547628,-41.10855897178751
11,0.007344301,0.0040513217,6.5509E-4,0.02294156,0.006874825,0.00245835,1298,33.75,24.624318352164078,146.0830770612415,-34.46303634158055
12,0.0069173854,0.0036170618,5.7752E-4,0.02002962,0.006507235,0.002491065,1484,45.0,24.624318352164078,156.7539582747104,-29.674245217209446
13,0.0059002275,0.0030613863,1.849E-4,0.02088831,0.00546085,0.002326936,2075,50.62499999999999,30.000000000000004,157.94245149223946,-22.414604156624097
14,0.00643763,0.0032850553,3.5924E-4,0.02116524,0.00601951,0.00262252,1786,39.375,30.000000000000004,148.77211312929862,-27.49605851147708
15,0.0046945782,0.0025474848,6.779E-5,0.02122315,0.00433023,0.001652504,3169,45.0,35.68533471265205,150.35587068464403,-20.24914350520514
16,0.0048824726,0.0028210906,6.638E-5,0.06685227,0.004457165,0.001715767,30648,67.5,24.624318352164078,173.45166590546626,-16.1533283094954
17,0.003274804,0.0016653852,5.785E-5,0.01099944,0.00305635,0.00132031,6853,73.12500000000001,30.000000000000004,172.49426123714952,-8.875434783404298
18,0.004440971,0.002311774,6.757E-5,0.01542994,0.00427277,0.001623442,3687,61.87499999999999,30.000000000000004,165.8129945551636,-16.111618383983117
19,0.004211876,0.0024870103,9.894E-5,0.02741707,0.00380889,0.00151024,3615,67.5,35.68533471265205,165.01668220708183,-8.762670883085846
20,0.00256453,0.0012872814,5.684E-5,0.01039455,0.00235931,0.001050996,11183,78.75,35.68533471265205,170.8081255487088,-1.678520286699332
21,0.002447701,0.0012174348,5.111E-5,0.00920743,0.0022681,0.001022206,12373,84.37499999999999,41.810314895778596,168.16885292352126,5.3749524173745025
22,0.0022536954,0.0010985305,7.277E-5,0.0073267,0.00209888,9.62282E-4,14789,73.12500000000001,41.810314895778596,163.2792947782679,-1.433913985959958
23,0.0028940246,0.0014783555,7.073E-5,0.01099749,0.00272167,0.001124072,8777,83.57142857142857,48.14120779436029,162.4575310665208,8.247060635954815
24,0.0043848627,0.0023276447,5.821E-5,0.01518414,0.0041388,0.00157054,3758,56.25,35.68533471265205,158.22370166459274,-15.029486721908082
25,0.0028734626,0.0014709643,5.503E-5,0.00978375,0.002645405,0.00114575,8698,61.87499999999999,41.810314895778596,157.5119360182902,-7.531838679396227
26,0.0033582482,0.0017439659,5.522E-5,0.01161193,0.0030975,0.00128242,6279,50.62499999999999,41.810314895778596,150.8357401175585,-12.73317138996451
27,0.002624327,0.0013252912,5.582E-5,0.00944611,0.00241124,0.00106934,10603,57.857142857142854,48.14120779436029,151.18463834107914,-4.60841303881949
28,0.002512701,0.0012461841,5.522E-5,0.00879314,0.00235403,0.001042765,11726,70.71428571428571,48.14120779436029,157.34531768330567,1.353786073615351
29,0.0031797814,0.001645497,8.164E-5,0.01250298,0.00293888,0.00119589,7209,82.50000000000001,54.340912303861266,156.75850683121857,10.9517166829783
30,0.002788395,0.0015649591,6.733E-5,0.02069048,0.00255441,0.001072536,8899,67.5,54.340912303861266,151.3957423593207,4.027682773561792
31,0.003692591,0.0019405896,5.688E-5,0.01329456,0.003426805,0.00138939,5262,81.0,60.43443884495228,151.0256551514663,13.480024004859725
32,0.007784586,0.0041549588,7.573E-5,0.02907556,0.00734585,0.00243683,1171,22.5,24.624318352164078,133.9828345937587,-37.418560597766316
33,0.006754252,0.003608079,1.5108E-4,0.02037563,0.006379365,0.00239869,1606,28.125,30.000000000000004,138.3649562175333,-31.03523904447542
34,0.0065777143,0.003604365,7.086E-5,0.02197122,0.00617109,0.0022808,1574,16.875,30.000000000000004,127.06661227097577,-32.74276467301428
35,0.0056348247,0.002937184,7.381E-5,0.01908086,0.00529403,0.00217166,2232,22.5,35.68533471265205,131.67657667960873,-26.530772849617918
36,0.005405562,0.0028485,2.153E-4,0.01867254,0.00504359,0.00200264,2460,33.75,35.68533471265205,141.4405135397588,-24.165110593844695
37,0.0039288593,0.0020544548,6.619E-5,0.01338253,0.00366885,0.00144175,4639,39.375,41.810314895778596,143.27580651850394,-16.833554844516875
38,0.004479477,0.0023345724,6.808E-5,0.01521935,0.004167485,0.00168291,3618,28.125,41.810314895778596,134.95803545390692,-19.63109760994063
39,0.0033477463,0.0017032515,5.455E-5,0.0130662,0.00313652,0.001322756,6465,32.14285714285714,48.14120779436029,135.99086193159047,-12.76510415643781
40,0.005574566,0.0029520448,8.782E-5,0.02063087,0.00530151,0.00198902,2291,11.25,35.68533471265205,121.46257067629988,-27.168044887804065
41,0.0046698377,0.002483068,2.058E-4,0.01817253,0.00443953,0.001579174,3327,16.875,41.810314895778596,126.13607528597228,-20.961482499962134
42,0.004154934,0.002247286,7.038E-5,0.01669584,0.003918075,0.00142286,4106,5.625,41.810314895778596,117.17171904876751,-20.737548419192652
43,0.0032610286,0.0016999489,5.346E-5,0.01140641,0.003014355,0.00126042,6548,6.428571428571431,48.14120779436029,118.50412395842947,-14.509263934040016
44,0.003468566,0.0018088236,8.581E-5,0.01464893,0.00324895,0.001286636,6075,19.28571428571429,48.14120779436029,127.35652410067581,-14.509584666726944
45,0.0025976829,0.001309099,5.715E-5,0.00922026,0.002412615,0.00104954,11040,22.5,54.340912303861266,128.59114967998906,-8.106565468968455
46,0.0023601688,0.0011737255,5.352E-5,0.00848936,0.00220941,9.50696E-4,13240,7.499999999999998,54.340912303861266,119.77669034572212,-8.399446850509563
47,0.0017866963,8.366738E-4,5.064E-5,0.00677889,0.00165077,8.1271E-4,24205,8.999999999999998,60.43443884495228,121.02703038653306,-2.3801970644929953
48,0.0029108534,0.0014636584,5.094E-5,0.01020147,0.00268812,0.001132902,8709,45.0,48.14120779436029,144.02156305947005,-9.396049474453847
49,0.0028669885,0.0014797234,9.821E-5,0.01153649,0.00265615,0.001125496,8782,52.5,54.340912303861266,144.77513721912956,-1.6642975128075042
50,0.0022998156,0.0011449171,7.198E-5,0.00801206,0.00214564,9.41465E-4,13924,37.50000000000001,54.340912303861266,137.07251550686348,-5.802395486621161
51,0.0020219549,0.0010419529,5.785E-5,0.00980852,0.001839845,8.61995E-4,17946,45.0,60.43443884495228,138.15503385861948,1.4195533996334238
52,0.00260535,0.00131075,5.6E-5,0.01009556,0.002431475,0.00105826,10714,63.0,60.43443884495228,145.34582819164555,6.6131358421635795
53,0.0036377362,0.0019021111,5.51E-5,0.01385141,0.003419325,0.001360431,5354,78.75,66.44353569089878,145.21354908931755,15.824638721148164
54,0.0028131667,0.0014281371,5.221E-5,0.00918374,0.00262573,0.001105588,9235,56.25,66.44353569089878,139.07931401422695,9.178586769552409
55,0.004044838,0.0022134348,1.0327E-4,0.01404004,0.003731,0.00142593,4235,74.99999999999999,72.38756092964962,139.26673428420122,17.985073241980487
56,0.0018160874,8.6965266E-4,5.32E-5,0.00593505,0.001693045,7.9379E-4,23166,27.0,60.43443884495228,129.85832341422747,-1.6744294315200527
57,0.0021910905,0.0010739663,7.309E-5,0.00792762,0.00203247,9.1472E-4,15601,33.75,66.44353569089878,131.15546117378685,4.915166709199216
58,0.0022315732,0.0011176349,5.27E-5,0.0097123,0.00204438,9.4773E-4,14937,11.25,66.44353569089878,122.28750645832011,3.5798438569687634
59,0.0025636512,0.0012808095,5.431E-5,0.01000359,0.00239892,0.001050666,11177,15.000000000000002,72.38756092964962,123.5885161777171,9.526729848982754
60,0.0033277024,0.0017064739,5.435E-5,0.01124894,0.00313066,0.001252407,6522,45.0,72.38756092964962,132.4012294717292,11.922567199899731
61,0.0043363282,0.0023649673,6.498E-5,0.01394379,0.00401974,0.00153152,3698,67.5,78.28414760510763,133.0816661117156,19.99273706169946
62,0.004009518,0.0020555619,7.676E-5,0.01467237,0.00377401,0.00150407,4511,22.5,78.28414760510763,124.95487322753415,15.564137748493064
63,0.004798755,0.0026256663,5.833E-5,0.01832278,0.00453851,0.001692782,3025,45.0,84.14973293629666,126.28797814031915,22.13534620937069
64,0.0065740505,0.0034806211,1.8307E-4,0.02070722,0.006243995,0.00221246,1688,135.0,4.780191847199159,224.16431768428788,30.652059221523086
65,0.0075702854,0.0043858355,1.6934E-4,0.03234886,0.00715834,0.00226715,1209,140.625,9.594068226860461,222.18746297040371,37.83796267668964
66,0.005994325,0.003380156,7.702E-5,0.02220069,0.00555087,0.00195521,1889,129.375,9.594068226860461,216.33016205527323,27.889413204909086
67,0.0072884914,0.0040994897,8.099E-5,0.02491857,0.006708575,0.00234933,1326,135.0,14.477512185929923,213.7971937057203,34.920043882774245
68,0.008440077,0.0046832776,4.9088E-4,0.02384333,0.00792376,0.00272514,1032,146.25000000000003,14.477512185929923,219.48300796755348,44.908318348705485
69,0.008600212,0.0047952905,8.921E-5,0.03213686,0.00810342,0.002827413,928,151.875,19.47122063449069,215.5123878961507,51.7588059974118
70,0.008230002,0.0044605373,4.0268E-4,0.03698216,0.00782338,0.00303853,1081,140.625,19.47122063449069,210.3679463727768,41.749794378861964
71,0.0087941745,0.004901584,8.585E-5,0.02989418,0.0082451,0.0029258,937,146.25000000000003,24.624318352164078,205.5087384271117,48.22661301676669
72,0.0055094087,0.0029760355,5.876E-5,0.02142326,0.00514335,0.001828672,2393,123.74999999999999,14.477512185929923,208.81796479653974,24.91502360988829
73,0.006476242,0.0036701295,6.346E-5,0.02392774,0.00598296,0.001982045,1616,129.375,19.47122063449069,205.85501182337904,31.775856375176335
74,0.0048454595,0.0026140364,7.418E-5,0.01994784,0.00458829,0.00168142,3003,118.12500000000001,19.47122063449069,201.52734377583337,21.89584274836517
75,0.0062856446,0.0032718638,5.6111E-4,0.02124761,0.00582015,0.00247578,1791,123.74999999999999,24.624318352164078,198.2187492241422,28.58668483316215
76,0.0071576675,0.0040157954,7.722E-5,0.02470721,0.00671932,0.002214674,1339,135.0,24.624318352164078,201.8828778181859,38.34585738448098
77,0.008418486,0.004801539,1.8761E-4,0.03035366,0.00797378,0.00239902,978,140.625,30.000000000000004,196.40446111538802,44.428998149401195
78,0.0072548585,0.0039141336,6.795E-5,0.02306675,0.00675264,0.00260033,1335,129.375,30.000000000000004,193.80857866035458,34.89586938786299
79,0.007906694,0.0042510238,1.7148E-4,0.02467015,0.00737336,0.00263734,1075,135.0,35.68533471265205,187.83475997883272,40.583811359292405
80,0.0097793015,0.0055483556,1.4625E-4,0.03349338,0.008897995,0.003050984,728,157.5,24.624318352164078,209.36697889604827,58.190499425143265
81,0.010159039,0.005323467,1.8425E-4,0.03365689,0.00945643,0.00366295,731,163.125,30.000000000000004,199.56149279896803,63.80043339850562
82,0.008830551,0.0050346055,1.7421E-4,0.03524772,0.008248135,0.00271239,912,151.875,30.000000000000004,198.43168350918177,54.07864198245577
83,0.009685142,0.0054788096,1.3629E-4,0.03227403,0.00893759,0.003380904,722,157.5,35.68533471265205,188.13966741349415,58.81768996561085
84,0.010346686,0.0056513455,5.518E-4,0.02848142,0.00966669,0.0035688,679,168.74999999999997,35.68533471265205,184.30405563756565,67.79067249289223
85,0.009503081,0.005299529,6.8446E-4,0.02754927,0.00926239,0.00299015,769,174.375,41.810314895778596,164.02165957230062,68.9271850250468
86,0.009877327,0.005446391,1.3494E-4,0.03118676,0.00948187,0.00316068,727,163.125,41.810314895778596,174.04051797161756,61.642959644029084
87,0.009426419,0.005287444,1.7966E-4,0.02971283,0.00890766,0.003206162,799,173.57142857142858,48.14120779436029,153.33448944425507,64.1796917725796
88,0.008166934,0.0046361526,1.8872E-4,0.02943039,0.00768645,0.002720964,987,146.25000000000003,35.68533471265205,188.775017149925,49.69251351742222
89,0.009596504,0.005415467,3.1822E-4,0.03060852,0.00872544,0.002906485,776,151.875,41.810314895778596,178.3692677924335,53.58608811420303
90,0.008176684,0.0044627925,1.7969E-4,0.0245642,0.00756211,0.00292226,1018,140.625,41.810314895778596,179.75900766673513,45.25529925176929
91,0.008766241,0.0049831322,1.1186E-4,0.02888469,0.00830093,0.002749985,904,147.85714285714286,48.14120779436029,169.43697689971665,49.42339352294472
92,0.009847392,0.005758488,2.8635E-4,0.02920079,0.00896255,0.002939401,714,160.71428571428572,48.14120779436029,164.1559120879713,57.40060410148968
93,0.008755937,0.004875855,1.3676E-4,0.03314577,0.00794064,0.003411675,880,172.5,54.340912303861266,146.10162088213585,58.97063749226919
94,0.008971063,0.0046659666,7.2309E-4,0.02831578,0.00848081,0.00329923,863,157.5,54.340912303861266,156.60710221904023,52.52424220961171
95,0.008963446,0.0050561763,3.5524E-4,0.03203055,0.00812987,0.00309548,861,171.0,60.43443884495228,140.93574204939213,53.530562594014214
96,0.0045287968,0.0023960106,1.3309E-4,0.01484618,0.00423343,0.00164522,3475,112.5,24.624318352164078,194.3434625100896,18.99477890625487
97,0.0056239236,0.0030625227,2.2791E-4,0.0213103,0.00521565,0.0019265,2208,118.12500000000001,30.000000000000004,190.72762917226345,25.526294013609686
98,0.004133748,0.0021879077,2.2572E-4,0.01513989,0.00383816,0.001530938,4184,106.87499999999999,30.000000000000004,187.1472139034107,16.377527066361296
99,0.0052636126,0.0028552557,5.249E-5,0.01911835,0.00492444,0.001868661,2562,112.5,35.68533471265205,183.21091002096765,22.770942000208947
100,0.006749308,0.00373026,5.246E-5,0.02146036,0.00629489,0.00229312,1509,123.74999999999999,35.68533471265205,185.90521935690066,31.584585226947848
101,0.0075480687,0.004145013,6.0384E-4,0.02842805,0.00710581,0.00257724,1228,129.375,41.810314895778596,179.42320329828456,36.879845792137864
102,0.0063397535,0.003439656,7.294E-5,0.02027747,0.00612548,0.001941949,1742,118.12500000000001,41.810314895778596,177.91316129604698,28.597035736501095
103,0.00682287,0.0036506383,8.777E-5,0.02831532,0.00627963,0.00269421,1471,122.14285714285714,48.14120779436029,171.1717979641664,32.39399862346529
104,0.0038229174,0.0019824489,1.6019E-4,0.01323856,0.00358906,0.00144269,4883,101.24999999999999,35.68533471265205,179.8179071953686,14.222443045786454
105,0.0047498713,0.0025491626,1.2431E-4,0.0185687,0.0044822,0.00167319,3159,106.87499999999999,41.810314895778596,175.48057326216045,20.514351893442946
106,0.00345279,0.0017742965,6.151E-5,0.01247546,0.00320688,0.001348304,5942,95.62500000000001,41.810314895778596,172.22650021852073,12.735606128349376
107,0.004025694,0.0020701988,7.339E-5,0.01384743,0.003753155,0.00152805,4516,96.42857142857143,48.14120779436029,166.50668543164144,15.848503691071574
108,0.0053410404,0.002907549,6.795E-5,0.02008885,0.005055945,0.001858575,2450,109.2857142857143,48.14120779436029,169.45296505748118,23.95901627048892
109,0.006096028,0.0032301473,1.7045E-4,0.02043402,0.00573143,0.00215328,1939,112.5,54.340912303861266,163.1943060647233,27.217722060885507
110,0.004456813,0.0024052442,1.5111E-4,0.0166936,0.00416927,0.0015553,3575,97.5,54.340912303861266,160.74377179595052,18.785499063895667
111,0.004708526,0.002549601,1.456E-4,0.01941618,0.00430247,0.00159953,3131,99.00000000000001,60.43443884495228,154.8861182020359,21.533967054963398
112,0.007884477,0.0045524375,2.1494E-4,0.03056683,0.00719716,0.002714,1100,135.0,48.14120779436029,171.37032430990493,40.96205610758539
113,0.008512967,0.00437076,4.6325E-4,0.02449558,0.00809226,0.003025926,955,142.5,54.340912303861266,161.97420544560737,44.5461255490201
114,0.007289489,0.004020994,1.829E-4,0.02829645,0.00682431,0.002668618,1289,127.5,54.340912303861266,163.805015228252,35.93016688324019
115,0.008238104,0.0041523585,9.403E-5,0.03012284,0.007814595,0.00320213,1048,135.0,60.43443884495228,155.48767998479767,39.06715425407909
116,0.008217691,0.004557458,9.223E-5,0.02682442,0.0078027,0.002581613,1054,153.0,60.43443884495228,150.66890759452195,47.197547502907376
117,0.0088624675,0.004633723,5.5579E-4,0.03247792,0.00836456,0.003294008,965,168.74999999999997,66.44353569089878,137.04117837459702,47.957093725685766
118,0.008476893,0.004471486,3.2077E-4,0.02714932,0.00775606,0.003359674,1017,146.25000000000003,66.44353569089878,145.73950985698423,41.47780469607946
119,0.00786804,0.004074989,2.3282E-4,0.02321846,0.007450435,0.00286519,1096,164.99999999999997,72.38756092964962,133.94856321891837,42.27484094003866
120,0.0065134093,0.0035112444,8.542E-5,0.02382343,0.00604523,0.002191967,1678,117.0,60.43443884495228,156.56914670689878,30.257862968168027
121,0.006234541,0.0034769964,7.166E-5,0.01866403,0.005827395,0.00193493,1748,123.74999999999999,66.44353569089878,149.37234560907777,33.01215439028595
122,0.005141167,0.0028618828,5.352E-5,0.01664749,0.0047067,0.00174607,2579,101.24999999999999,66.44353569089878,148.8808983758492,24.0789466978523
123,0.005687277,0.0030668352,8.644E-5,0.01889784,0.00543468,0.00187087,2168,105.0,72.38756092964962,142.66120789641906,26.402078571419075
124,0.007170866,0.004093856,6.894E-5,0.02662615,0.006555,0.00235541,1331,135.0,72.38756092964962,141.2280518588172,35.30094418356557
125,0.0069658677,0.0038943505,1.0447E-4,0.02827439,0.00647983,0.002426384,1423,157.5,78.28414760510763,131.33032212449152,36.43194450292326
126,0.0057290364,0.0031467194,5.831E-4,0.02048771,0.00525414,0.00194832,2109,112.5,78.28414760510763,136.09584926348487,28.473256780247215
127,0.00612103,0.0033935288,1.8419E-4,0.02129915,0.005620415,0.002071794,1884,135.0,84.14973293629666,128.65869227628536,30.123757005304814
128,0.006358285,0.0035227302,1.8361E-4,0.02132954,0.005895415,0.002192006,1624,225.0,4.780191847199159,2.5674509758628794,52.08947000779224
129,0.0064471387,0.0035230925,1.2335E-4,0.02015801,0.00597638,0.002264751,1692,230.62499999999997,9.594068226860461,14.002754770293292,50.32816944625044
130,0.007714697,0.004059886,1.1446E-4,0.02587531,0.0071458,0.00294282,1181,219.37499999999997,9.594068226860461,2.948039365029661,59.45518954715319
131,0.0076784045,0.004201807,4.882E-4,0.02645655,0.007263395,0.00257205,1240,225.0,14.477512185929923,16.558383403412325,57.52864294853124
132,0.006405704,0.0034117051,1.5058E-4,0.01966671,0.00595829,0.00236798,1769,236.25000000000003,14.477512185929923,24.521993651200606,47.748717061659875
133,0.005883029,0.0032139579,6.598E-5,0.02872582,0.00568724,0.002052272,2003,241.875,19.47122063449069,34.11573543895267,44.61301733315954
134,0.0072880443,0.0038368865,5.7675E-4,0.02309837,0.0068657,0.00257694,1350,230.62499999999997,19.47122063449069,28.65436831289608,54.618438478612816
135,0.006608323,0.0037000435,2.1912E-4,0.02244208,0.00607303,0.00235648,1583,236.25000000000003,24.624318352164078,39.291686777416146,51.07069551504529
136,0.007858597,0.0045461277,6.781E-5,0.03483767,0.00718308,0.00265348,1135,213.74999999999997,14.477512185929923,4.109513186066302,66.79140566099616
137,0.008107756,0.004502893,1.5938E-4,0.02647571,0.00744271,0.00273057,1088,219.37499999999997,19.47122063449069,21.120129460251253,64.53159458049645
138,0.008908622,0.0049062907,1.4899E-4,0.02986903,0.00828794,0.00288615,900,208.125,19.47122063449069,7.493565337342373,74.04481925556527
139,0.008391957,0.0049305423,6.401E-5,0.03085767,0.0077374,0.00238242,1005,213.74999999999997,24.624318352164078,30.028732095010618,71.06034695675768
140,0.007942266,0.0041886214,6.1632E-4,0.02398975,0.00754235,0.002571701,1140,225.0,24.624318352164078,35.28092440074592,61.051447165045644
141,0.0070081283,0.0037452662,6.463E-5,0.02265668,0.006578115,0.002526344,1464,230.62499999999997,30.000000000000004,46.99114542719199,56.85502998517492
142,0.008076961,0.0045353123,5.7667E-4,0.02353123,0.00756983,0.00222268,1130,219.37499999999997,30.000000000000004,46.26600166528837,66.58799721976138
143,0.008244392,0.0045266002,2.1802E-4,0.02955215,0.00799214,0.002550744,1017,225.0,35.68533471265205,58.372558275148485,61.41211214007713
144,0.005347777,0.0029375465,6.204E-5,0.01991156,0.00489822,0.001867692,2402,247.49999999999997,24.624318352164078,42.94856537488242,41.162380543544764
145,0.0053462363,0.0028324258,2.0282E-4,0.01763981,0.0050219,0.00191803,2536,253.12500000000003,30.000000000000004,51.2617576082795,37.60907205424068
146,0.006451133,0.0034530712,1.6434E-4,0.0233972,0.0059651,0.00248319,1666,241.875,30.000000000000004,48.81370496469542,47.180053807218584
147,0.0060968846,0.003103073,1.8622E-4,0.01985801,0.00576088,0.00239161,1963,247.49999999999997,35.68533471265205,57.642988048523385,43.18239403348161
148,0.005111031,0.0027091594,1.7661E-4,0.0181207,0.00481194,0.001878121,2708,258.75,35.68533471265205,59.322543079081846,34.14385453494721
149,0.00490449,0.0025861964,5.346E-5,0.01696861,0.00465499,0.0017098,2917,264.375,41.810314895778596,67.41702976516054,30.95103411757548
150,0.0060627474,0.0032639422,2.3208E-4,0.02189544,0.0056031,0.00215915,2005,253.12500000000003,41.810314895778596,66.2080313084559,39.271977822942965
151,0.005428659,0.002793695,5.842E-5,0.0209637,0.00520085,0.002042778,2438,263.57142857142856,48.14120779436029,74.69167866115481,32.397098695337405
152,0.00699646,0.0038761515,1.382E-4,0.0212995,0.00647581,0.002323,1473,236.25000000000003,35.68533471265205,57.06822727656661,52.30690567519772
153,0.006920075,0.003917815,2.4962E-4,0.02329472,0.00655737,0.00221265,1466,241.875,41.810314895778596,66.29032637809973,47.65102305076878
154,0.007885976,0.004483649,1.6127E-4,0.02977116,0.00727697,0.002661976,1137,230.62499999999997,41.810314895778596,68.35250296854304,55.93364141723187
155,0.0074871625,0.0040737805,1.2242E-4,0.02238102,0.00692053,0.002694442,1267,237.85714285714286,48.14120779436029,76.4280838238046,49.42640833963666
156,0.0063921204,0.0034142586,7.713E-5,0.02198474,0.00598294,0.00220816,1763,250.7142857142857,48.14120779436029,74.49378974010487,40.96516573578782
157,0.0059793363,0.0031222363,5.872E-4,0.01984706,0.00568269,0.002171423,2054,262.5,54.340912303861266,82.01788933160033,33.43509437731478
158,0.006654797,0.0035465434,7.523E-5,0.02115553,0.00621802,0.002454292,1508,247.49999999999997,54.340912303861266,83.06560735628118,42.1238375243547
159,0.006120518,0.0032543398,7.407E-5,0.01908825,0.00574961,0.002194692,1913,261.0,60.43443884495228,89.37304923742681,34.06378631513354
160,0.008610902,0.00486392,4.5861E-4,0.02816333,0.00779717,0.00282655,903,202.49999999999997,24.624318352164078,18.97541701067496,80.97488186872482
161,0.00914797,0.0050330465,1.3238E-4,0.03067915,0.00870357,0.00295266,901,208.125,30.000000000000004,48.618159050096686,76.29996667729007
162,0.009175012,0.0052684783,6.05E-5,0.02525358,0.00868073,0.002751319,804,196.875,30.000000000000004,73.03309458734614,85.45259336821952
163,0.009081745,0.004945179,9.948E-5,0.03241972,0.008812195,0.00307457,786,202.49999999999997,35.68533471265205,81.48379770535045,78.1419014187613
164,0.008566147,0.004657577,3.0258E-4,0.02716223,0.00802128,0.0029675,983,213.74999999999997,35.68533471265205,63.80306428640281,70.27929267009571
165,0.008070497,0.0044861916,6.97E-5,0.02900503,0.007645095,0.002609433,1042,219.37499999999997,41.810314895778596,73.92640463296638,63.84057623473736
166,0.008891839,0.0048698788,1.5E-4,0.0260111,0.00859867,0.002740006,873,208.125,41.810314895778596,86.45617423709758,70.72433547399753
167,0.00897292,0.005167363,6.655E-5,0.03355696,0.00832187,0.003145764,867,212.14285714285714,48.14120779436029,92.53463954254373,64.18179480123719
168,0.009579866,0.0050434754,5.4132E-4,0.02761797,0.00878049,0.00343687,794,191.25000000000003,35.68533471265205,131.64020701526573,81.33379223313048
169,0.009304726,0.0051981807,1.2107E-4,0.04004704,0.00885823,0.003179156,772,196.875,41.810314895778596,111.33263560177382,74.95421200533782
170,0.010172872,0.005614269,6.345E-5,0.03214126,0.00941814,0.0034415,696,185.62500000000003,41.810314895778596,143.05584938033425,74.16809480099334
171,0.008799387,0.005097989,6.518E-5,0.0279477,0.00866291,0.002250752,874,186.42857142857147,48.14120779436029,134.6450217903354,68.39781206692966
172,0.00954662,0.005139462,3.7093E-4,0.03355746,0.00877184,0.003559124,817,199.28571428571428,48.14120779436029,111.2269758737485,68.39865547455094
173,0.0087795975,0.0051361765,7.289E-5,0.02629689,0.008064235,0.002862149,922,202.49999999999997,54.340912303861266,110.97624117546096,61.88315816148676
174,0.009407053,0.005220475,1.3949E-4,0.03004795,0.00898879,0.00275107,803,187.50000000000003,54.340912303861266,129.70523077487823,62.50451004497932
175,0.00908976,0.004946075,8.209E-5,0.03269348,0.00859105,0.00341848,831,189.0,60.43443884495228,126.38991020535582,56.59004152784615
176,0.008364508,0.0043598153,5.241E-5,0.02385608,0.00788777,0.002828827,1034,225.0,48.14120779436029,81.71069647723638,57.40334279273598
177,0.007906141,0.004422371,6.1987E-4,0.03179577,0.00730341,0.002554098,1127,232.5,54.340912303861266,87.27634804437622,50.355423172761896
178,0.008483908,0.004704866,3.7438E-4,0.02960128,0.007867,0.002922118,967,217.49999999999997,54.340912303861266,96.14829373142977,57.35952543391193
179,0.0077931755,0.0043559466,4.5899E-4,0.02607262,0.00712468,0.00261728,1106,225.0,60.43443884495228,98.71393320797728,50.21476908304165
180,0.0070221205,0.003830593,3.8585E-4,0.02682734,0.006573,0.002375786,1428,243.0,60.43443884495228,91.91374206536774,42.69199244116661
181,0.0064118253,0.0033874307,1.4556E-4,0.01927655,0.00602831,0.00223623,1779,258.75,66.44353569089878,96.73291716227916,34.28268172019712
182,0.0072841058,0.003964541,7.661E-5,0.02275573,0.00677409,0.002526429,1304,236.25000000000003,66.44353569089878,101.04451619181616,42.56748067217293
183,0.006249181,0.0035305875,3.2532E-4,0.02074907,0.00581105,0.002018288,1735,255.0,72.38756092964962,104.08731132853927,34.086919353836244
184,0.008797875,0.004824878,7.475E-5,0.02968749,0.008423705,0.002927585,882,206.99999999999997,60.43443884495228,110.69782957962319,55.329998914817494
185,0.008542715,0.004583769,5.901E-5,0.03361575,0.00808503,0.00287577,1021,213.74999999999997,66.44353569089878,110.48346951695805,48.61547584702899
186,0.008698528,0.004744097,3.588E-4,0.02905915,0.0083513,0.00295885,881,191.25000000000003,66.44353569089878,123.94679238445794,50.6720288822191
187,0.007905953,0.004519668,1.7937E-4,0.02706655,0.00734457,0.00236978,1075,195.0,72.38756092964962,122.02050757593182,44.72553650320328
188,0.007740507,0.004135648,1.0E-4,0.02330142,0.00736693,0.00281696,1174,225.0,72.38756092964962,110.52059092279701,41.50072846709365
189,0.006646962,0.0035186242,9.554E-5,0.01932478,0.00617298,0.002449706,1643,247.49999999999997,78.28414760510763,111.48539497150229,33.44026375889277
