hpx,Mean,StDev,Min,Max,Median,Q10,NGood,RA,Dec,GAL_LONG,GAL_LAT
426,0.0067684576,0.0036050559,8.583E-5,0.023346,0.00637484,0.00236002,1553,140.625,0.0,232.3881012961611,33.02853829973559
427,0.007954083,0.004275575,3.8744E-4,0.02309902,0.00740871,0.00269705,1106,146.25000000000003,4.780191847199159,231.12470057319848,40.33569356825479
428,0.008482243,0.004649227,5.5246E-4,0.03347474,0.00781741,0.002920464,943,157.5,4.780191847199159,240.13455104794363,49.57827576936283
429,0.009019516,0.0051896474,1.5484E-4,0.03164769,0.00816895,0.00303112,843,163.125,9.594068226860461,239.2673088316352,56.928944979542685
430,0.008751366,0.004910068,2.3417E-4,0.02998373,0.00816428,0.002846628,897,151.875,9.594068226860461,229.39240081925752,47.5987939227269
431,0.00918002,0.0053302962,5.849E-4,0.03472714,0.00836257,0.00297922,821,157.5,14.477512185929923,226.72579996594217,54.762420658544116
432,0.008529445,0.004721803,1.581E-4,0.02902234,0.00765115,0.00293094,905,180.0,4.780191847199159,271.9127609614655,64.50818962674145
433,0.0086050695,0.0047272607,1.001E-4,0.02621301,0.007887865,0.00296381,908,185.62500000000003,9.594068226860461,280.29089522324085,71.18260294049884
434,0.009665408,0.0047400594,6.5339E-4,0.02676977,0.00931979,0.00378356,833,174.375,9.594068226860461,254.58602918827813,65.26663859796002
435,0.009376085,0.005081843,1.2459E-4,0.02899281,0.008599795,0.00353179,850,180.0,14.477512185929923,256.9091301154081,72.57506171753359
436,0.008159212,0.0047434345,5.926E-5,0.03212261,0.00734913,0.00243187,953,191.25000000000003,14.477512185929923,295.8479126349927,77.26062456336359
437,0.00866198,0.0046600825,3.2697E-4,0.02794799,0.00817037,0.002756191,940,196.875,19.47122063449069,329.472014159304,81.5029746749553
438,0.009188888,0.0051480555,5.6712E-4,0.02821343,0.008615765,0.00318271,836,185.62500000000003,19.47122063449069,260.487262990027,79.86748508603411
439,0.009633255,0.005206399,3.1022E-4,0.03360077,0.00914058,0.003275393,778,191.25000000000003,24.624318352164078,272.5347679604934,87.10757709642012
440,0.009265156,0.0049333945,1.8125E-4,0.02868974,0.00870358,0.00321958,880,168.74999999999997,14.477512185929923,237.46178431185493,64.23069592086944
441,0.009601619,0.00534047,4.4571E-4,0.03011275,0.00882916,0.003423088,754,174.375,19.47122063449069,233.31479718179204,71.40468025063964
442,0.009646984,0.0053701364,1.1836E-4,0.02875345,0.00919007,0.003037068,752,163.125,19.47122063449069,222.23952362158536,61.71522234454388
443,0.009151466,0.0051910896,3.6861E-4,0.02905567,0.00849384,0.00333401,763,168.74999999999997,24.624318352164078,214.09336500550276,68.19738653302225
444,0.009669917,0.0053757294,1.1308E-4,0.03368262,0.00903937,0.00326179,764,180.0,24.624318352164078,222.27608166171154,78.16806741443081
445,0.010630581,0.005701453,1.0485E-4,0.04767497,0.00963119,0.003755451,638,185.62500000000003,30.000000000000004,186.9095799061181,83.02928097260411
446,0.010413726,0.0059023537,6.889E-5,0.03402734,0.009675535,0.00331363,630,174.375,30.000000000000004,198.53677214076217,73.53251389865254
447,0.009299992,0.0053198705,3.5599E-4,0.0278094,0.00848736,0.002730282,805,180.0,35.68533471265205,171.76231203854678,76.10501606264661
448,8.318686E-4,2.6666158E-4,5.029E-5,0.00224409,8.2567E-4,5.1034E-4,164311,270.0,-35.68533471265205,355.707460339242,-6.033299700598862
449,8.934936E-4,2.631992E-4,5.005E-5,0.00271723,8.7969E-4,6.0137E-4,146755,275.62499999999994,-30.000000000000004,2.996814544938291,-7.523389217481821
450,0.0010582266,4.0888818E-4,5.014E-5,0.00553758,9.98425E-4,6.3966E-4,86806,264.375,-30.000000000000004,358.1628279472632,0.9381658401582471
451,0.0012599893,4.961261E-4,5.161E-5,0.00510071,0.0011746,7.13492E-4,56629,270.0,-24.624318352164078,5.344195774492152,-0.5689629941963017
452,0.0010428115,3.470166E-4,5.13E-5,0.00323547,0.00100231,6.53808E-4,92865,281.25,-24.624318352164078,10.105766117535948,-9.629095222136142
453,0.0014290325,5.8139145E-4,6.038E-5,0.00492844,0.00133712,7.63574E-4,41675,286.875,-19.47122063449069,17.10797442320338,-12.166498088033823
454,9.725884E-4,3.1635832E-4,5.026E-5,0.00338189,9.4579E-4,6.23197E-4,113188,275.62499999999994,-19.47122063449069,12.372549150413592,-2.655347730661733
455,0.00105451,3.4859852E-4,5.561E-5,0.00346531,0.00101656,6.5973E-4,91813,281.25,-14.477512185929923,19.290176327059115,-5.151677301298525
456,0.0010517227,4.061502E-4,5.019E-5,0.00511891,0.00100427,6.0751E-4,84256,258.75,-24.624318352164078,359.8688897902101,8.076170574168398
457,8.433869E-4,2.9043746E-4,5.002E-5,0.00416901,8.3229E-4,4.893E-4,150249,264.375,-19.47122063449069,7.095316025852742,6.5480603146064755
458,0.0016819733,7.4662094E-4,6.401E-5,0.00674712,0.00156814,8.19581E-4,28438,253.12500000000003,-19.47122063449069,1.0163327954091113,15.318098991812665
459,0.0016485499,7.3546567E-4,6.456E-5,0.00560637,0.00153616,7.991E-4,29279,258.75,-14.477512185929923,8.427603208547843,13.768743571717133
460,0.0011106108,4.2333684E-4,5.147E-5,0.0057066,0.001053755,6.46999E-4,75790,270.0,-14.477512185929923,14.164134058785748,4.461582416496833
461,0.0013491302,5.535178E-4,5.119E-5,0.00545244,0.00125178,7.3784E-4,47857,275.62499999999994,-9.594068226860461,21.098181691022194,1.9777564216297028
462,0.0018548716,8.669865E-4,5.549E-5,0.00781072,0.0017285,8.506E-4,22666,264.375,-9.594068226860461,15.653548829225379,11.667088552765867
463,0.0017688209,8.670716E-4,5.223E-5,0.00734109,0.001608855,8.25508E-4,24544,270.0,-4.780191847199159,22.703861578764002,9.171417095103882
464,0.0019338527,8.812426E-4,5.029E-5,0.00731245,0.00179791,9.0992E-4,21125,292.50000000000006,-14.477512185929923,24.085948319831157,-14.969570473630931
465,0.002297182,0.0010955473,8.948E-5,0.00814549,0.0021396,9.9454E-4,14445,298.125,-9.594068226860461,31.12831370129384,-17.881364342045618
466,0.0012372248,4.6819783E-4,5.475E-5,0.00393729,0.00116543,7.04578E-4,59169,286.875,-9.594068226860461,26.157164967476046,-7.900232261011688
467,0.0017459384,7.73007E-4,6.61E-5,0.00595798,0.00161979,8.4546E-4,26301,292.50000000000006,-4.780191847199159,33.04451185957364,-10.749941042102709
468,0.0028730924,0.0014371619,1.1047E-4,0.00992213,0.00267205,0.001155018,8843,303.75,-4.780191847199159,38.32328402048131,-20.747475216873713
469,0.0031977224,0.0016087302,6.91E-5,0.01005814,0.00297565,0.00127797,7231,309.375,0.0,45.748540116985936,-23.411150753334894
470,0.0019588484,9.111654E-4,8.062E-5,0.00675177,0.00182471,8.9448E-4,20254,298.125,0.0,40.025808602842,-13.551970102268536
471,0.0023133818,0.0011236528,8.931E-5,0.00723853,0.00214203,9.85608E-4,13829,303.75,4.780191847199159,47.16741350453333,-16.155937752254395
472,9.5284963E-4,2.996516E-4,5.135E-5,0.0044203,9.2432E-4,6.3266E-4,122434,281.25,-4.780191847199159,27.944575484536117,-0.749937883756196
473,9.942828E-4,3.1723772E-4,5.265E-5,0.00302089,9.6187E-4,6.40342E-4,106359,286.875,0.0,34.765315757022414,-3.5731577465532007
474,0.0017039354,7.686254E-4,5.162E-5,0.00654349,0.00158327,8.1909E-4,27711,275.62499999999994,0.0,29.61917308300029,6.4350241515112705
475,0.0011810067,4.468693E-4,5.056E-5,0.004322,0.00111429,6.8076E-4,65486,281.25,4.780191847199159,36.45926793455969,3.6067898766499478
476,0.0011727631,4.3731448E-4,5.153E-5,0.0038976,0.00110867,6.77956E-4,66647,292.50000000000006,4.780191847199159,41.62771343494413,-6.345622049616613
477,0.0014716145,6.3290686E-4,5.319E-5,0.00548989,0.00137205,7.45035E-4,38216,298.125,9.594068226860461,48.594662530033254,-8.919840343845232
478,0.0014000112,6.19889E-4,5.807E-5,0.00714981,0.00128309,7.332E-4,42263,286.875,9.594068226860461,43.292063218881616,0.8334563044168879
479,0.0013931618,6.0370483E-4,6.494E-5,0.00594531,0.00129215,7.14842E-4,42582,292.50000000000006,14.477512185929923,50.18364916354982,-1.7371362519033264
480,0.0030382571,0.0015304405,8.508E-5,0.01150709,0.00282333,0.001219676,7963,247.49999999999997,-14.477512185929923,1.7439085367684641,22.624465666266044
481,0.0031282564,0.0016244296,1.0355E-4,0.01241495,0.00287125,0.00123835,7485,253.12500000000003,-9.594068226860461,9.485616082521123,21.053906208133068
482,0.0038947223,0.0020226408,8.152E-5,0.01980411,0.00357537,0.001517052,4744,241.875,-9.594068226860461,2.160417149511244,29.969659788898635
483,0.003837756,0.0019564794,1.4597E-4,0.01243904,0.00358739,0.001531578,4999,247.49999999999997,-4.780191847199159,10.402077772398776,28.375630429490915
484,0.0028297387,0.0014042871,6.031E-5,0.01049912,0.00264024,0.0011528,9198,258.75,-4.780191847199159,16.992622147858796,18.921987835083584
485,0.002127846,0.0010083623,6.597E-5,0.00843885,0.00200056,9.37091E-4,16922,264.375,0.0,24.264891806944327,16.38968197716161
486,0.003473111,0.0018092484,6.328E-5,0.01337309,0.0032283,0.001267882,6095,253.12500000000003,0.0,18.333434154271334,26.19435300708442
487,0.0030393223,0.0015291285,6.777E-5,0.01009903,0.00281246,0.001229227,7972,258.75,4.780191847199159,25.946597181762698,23.59554415894752
488,0.0049630133,0.0025849047,3.2838E-4,0.01551966,0.00463696,0.00183604,2896,236.25000000000003,-4.780191847199159,2.3621310798064807,37.33655035661121
489,0.0046257763,0.0024957303,7.98E-5,0.01416255,0.00429361,0.00164955,3287,241.875,0.0,11.320244155811725,35.71139566997001
490,0.005892778,0.0031144267,5.8238E-4,0.02277513,0.0056077,0.00215771,2031,230.62499999999997,0.0,2.4516331797506283,44.713055409884625
491,0.005427825,0.0029126373,7.093E-5,0.02124644,0.00509797,0.001910865,2346,236.25000000000003,4.780191847199159,12.425557716483128,43.03876579530234
492,0.004249647,0.0022229215,1.1053E-4,0.01401714,0.0039229,0.001565614,3907,247.49999999999997,4.780191847199159,19.85366095819905,33.45262704849625
493,0.004035036,0.0020742773,1.0549E-4,0.01424948,0.003772235,0.00152319,4392,253.12500000000003,9.594068226860461,27.94798924720858,30.74651062413974
494,0.005171154,0.002675098,7.372E-5,0.01681032,0.00485898,0.00187107,2704,241.875,9.594068226860461,21.793879613315653,40.65750571931322
495,0.004939111,0.002630591,5.584E-5,0.01513943,0.00464042,0.001719102,2938,247.49999999999997,14.477512185929923,30.5385994217004,37.78364004870124
496,0.0018479972,8.535239E-4,6.296E-5,0.00692827,0.00171334,8.52488E-4,22879,270.0,4.780191847199159,31.34205066611172,13.614378521141038
497,0.0015968186,6.980064E-4,5.507E-5,0.00559707,0.00149047,7.8926E-4,31701,275.62499999999994,9.594068226860461,38.28830148199321,10.748954678429836
498,0.0027963407,0.0013965494,6.328E-5,0.00979033,0.00259322,0.00116551,9430,264.375,9.594068226860461,33.28634871897869,20.74561009327768
499,0.0024677638,0.001232648,6.263E-5,0.00865056,0.00230457,0.001000662,12092,270.0,14.477512185929923,40.42957770016768,17.80524952641722
500,0.0013887268,5.8430864E-4,5.184E-5,0.00546968,0.00129872,7.2217E-4,43351,281.25,14.477512185929923,45.17924769923704,7.9436596292277875
501,0.0011724337,4.6569994E-4,5.329E-5,0.00408757,0.00110377,6.51622E-4,63965,286.875,19.47122063449069,52.0913135283076,5.349797263275105
502,0.0022339714,0.0010918782,6.239E-5,0.00855142,0.00209422,9.5061E-4,15170,275.62499999999994,19.47122063449069,47.46858986058141,14.931333380450605
503,0.0019498812,9.294009E-4,5.017E-5,0.00662718,0.00182091,8.5519E-4,19995,281.25,24.624318352164078,54.499528197614175,12.281628426777274
504,0.0037438974,0.0019393536,6.402E-5,0.01458617,0.00347453,0.001411004,5185,258.75,14.477512185929923,35.662489769274984,27.77467131547593
505,0.0033355313,0.0017415088,6.038E-5,0.01391034,0.00307927,0.00123979,6468,264.375,19.47122063449069,43.099376579775104,24.710010751465028
506,0.0047722375,0.0024466582,5.54E-5,0.01650161,0.00456603,0.001838855,3246,253.12500000000003,19.47122063449069,38.75130762028108,34.62249942212102
507,0.004345879,0.0022722166,1.3168E-4,0.0142383,0.004015785,0.001628288,3798,258.75,24.624318352164078,46.58190160927729,31.3641846710705
508,0.0031315726,0.0015727545,7.441E-5,0.01216271,0.00291134,0.001231301,7532,270.0,24.624318352164078,50.381158393829324,21.719095536803856
509,0.002940471,0.0014876812,1.084E-4,0.01055067,0.00274808,0.001173075,8366,275.62499999999994,30.000000000000004,57.63791693317332,18.968780376615978
510,0.004176726,0.0021782215,1.5705E-4,0.01350091,0.00389621,0.00156151,4199,264.375,30.000000000000004,54.205530348503984,28.18741438904902
511,0.003960165,0.002105555,5.237E-5,0.01364669,0.00363418,0.00147295,4449,270.0,35.68533471265205,61.80974829109852,25.269381483990344
512,0.004795748,0.0024861114,7.798E-5,0.0158996,0.00447811,0.00189469,3107,45.0,-84.14973293629666,299.2644462509728,-32.03397373593588
513,0.004876108,0.0026790863,9.151E-5,0.01829999,0.00450162,0.00165089,2908,67.5,-78.28414760510763,291.4853949715023,-33.44026375889276
514,0.0052830656,0.002732337,6.142E-5,0.01643716,0.00506911,0.001898658,2609,22.5,-78.28414760510763,300.436124565239,-38.656605232705
515,0.006052569,0.0032778413,1.9015E-4,0.01957146,0.005514765,0.00215651,1930,45.0,-72.38756092964962,290.520590922797,-41.50072846709364
516,0.0015069471,6.672945E-4,5.241E-5,0.00517176,0.00140224,7.3167E-4,35466,74.99999999999999,-72.38756092964962,284.0873113285392,-34.086919353836244
517,0.0011093809,4.5343745E-4,5.287E-5,0.00458787,0.00104597,6.0723E-4,70104,78.75,-66.44353569089878,276.7329171622792,-34.282681720197104
518,0.006523032,0.0035960712,1.9949E-4,0.02022652,0.006116795,0.00200502,1624,56.25,-66.44353569089878,281.0445161918162,-42.567480672172955
519,0.0068018893,0.0036688298,1.9022E-4,0.02060088,0.00629015,0.00239675,1535,63.0,-60.43443884495228,271.91374206536767,-42.69199244116659
520,9.0166094E-4,3.0953155E-4,5.062E-5,0.00290387,8.7173E-4,5.7133E-4,124756,15.000000000000002,-72.38756092964962,302.02050757593184,-44.72553650320328
521,0.006919601,0.0037606366,1.063E-4,0.02342433,0.00648186,0.002537369,1480,33.75,-66.44353569089878,290.483469516958,-48.61547584702898
522,0.0067862375,0.0035519307,3.4636E-4,0.02160056,0.00636933,0.00233963,1618,11.25,-66.44353569089878,303.9467923844579,-50.6720288822191
523,0.0076137627,0.004089868,1.1207E-4,0.0235073,0.00700456,0.002942673,1292,27.0,-60.43443884495228,290.69782957962315,-55.329998914817494
524,0.0078119203,0.0039952453,8.5145E-4,0.02478385,0.00728089,0.00292416,1259,45.0,-60.43443884495228,278.7139332079773,-50.214769083041645
525,0.007714987,0.0039784294,2.783E-4,0.02623355,0.00727513,0.002989516,1197,52.5,-54.340912303861266,267.27634804437616,-50.355423172761896
526,0.008291814,0.004345828,3.1243E-4,0.02603681,0.00798566,0.0028099,1076,37.50000000000001,-54.340912303861266,276.1482937314297,-57.359525433911905
527,0.00821813,0.0045309383,6.314E-5,0.03297371,0.007720675,0.00271916,1028,45.0,-48.14120779436029,261.7106964772364,-57.40334279273596
528,0.0050529833,0.002640511,8.502E-5,0.01936421,0.00472372,0.00188658,2866,81.0,-60.43443884495228,269.3730492374268,-34.06378631513351
529,0.0059820632,0.003196165,1.4321E-4,0.0213173,0.00559417,0.002113228,1942,82.50000000000001,-54.340912303861266,262.0178893316003,-33.435094377314776
530,0.006945759,0.0036888428,4.435E-4,0.02086769,0.00655719,0.002261592,1478,67.5,-54.340912303861266,263.0656073562812,-42.12383752435465
531,0.0072314474,0.004000438,2.9089E-4,0.02299671,0.0068441,0.00250085,1351,70.71428571428571,-48.14120779436029,254.49378974010486,-40.96516573578777
532,0.005904825,0.0032283408,8.829E-5,0.0251396,0.00550017,0.00204122,2036,83.57142857142857,-48.14120779436029,254.69167866115478,-32.3970986953374
533,0.0059932675,0.0032692447,1.6049E-4,0.0204175,0.00560354,0.00197687,1971,84.37499999999999,-41.810314895778596,247.41702976516055,-30.951034117575496
534,0.006873081,0.0036720566,1.3186E-4,0.02185081,0.006481495,0.00258337,1480,73.12500000000001,-41.810314895778596,246.20803130845587,-39.27197782294299
535,0.006242369,0.003353947,2.3908E-4,0.02268035,0.00594599,0.00215086,1719,78.75,-35.68533471265205,239.32254307908187,-34.143854534947174
536,0.0075623062,0.004140317,1.2973E-4,0.02660895,0.007091775,0.00256034,1216,57.857142857142854,-48.14120779436029,256.42808382380457,-49.42640833963664
537,0.008106017,0.004515054,2.5991E-4,0.02712545,0.00747575,0.002799604,1077,61.87499999999999,-41.810314895778596,246.29032637809973,-47.65102305076877
538,0.008531981,0.0045922687,6.4124E-4,0.03145127,0.00804962,0.00300212,981,50.62499999999999,-41.810314895778596,248.35250296854306,-55.93364141723185
539,0.008110145,0.0045288736,5.5882E-4,0.0327276,0.00764455,0.002555822,1043,56.25,-35.68533471265205,237.0682272765666,-52.306905675197775
540,0.0073617776,0.0038874836,8.686E-5,0.02230899,0.006929625,0.00290536,1318,67.5,-35.68533471265205,237.64298804852336,-43.18239403348155
541,0.007133774,0.0038090916,6.742E-5,0.02532314,0.006772905,0.00229051,1410,73.12500000000001,-30.000000000000004,231.26175760827948,-37.60907205424069
542,0.007902498,0.00418442,7.895E-5,0.02128235,0.00735015,0.002908356,1123,61.87499999999999,-30.000000000000004,228.8137049646954,-47.18005380721858
543,0.0074184593,0.0042744214,8.959E-5,0.02545364,0.00680728,0.0022561,1230,67.5,-24.624318352164078,222.94856537488243,-41.16238054354471
544,0.0071040066,0.003880514,3.8612E-4,0.02058277,0.006609075,0.00240614,1394,8.999999999999998,-60.43443884495228,306.3899102053558,-56.59004152784615
545,0.008146028,0.0045842947,1.2426E-4,0.0279781,0.0074042,0.002823032,1105,22.5,-54.340912303861266,290.97624117546087,-61.883158161486755
546,0.0078081074,0.004472488,7.628E-5,0.02620281,0.00732719,0.002393546,1167,7.499999999999998,-54.340912303861266,309.70523077487826,-62.50451004497932
547,0.008635989,0.0046176123,2.0951E-4,0.02990713,0.00816013,0.00318214,1021,19.28571428571429,-48.14120779436029,291.2269758737485,-68.39865547455092
548,0.008617187,0.0046975263,8.604E-5,0.02566439,0.00815385,0.00296299,943,32.14285714285714,-48.14120779436029,272.53463954254374,-64.18179480123719
549,0.009069952,0.00506957,6.8783E-4,0.03589907,0.008356965,0.00312639,888,39.375,-41.810314895778596,253.92640463296632,-63.84057623473734
550,0.008925586,0.0050964793,5.5557E-4,0.03116803,0.00816324,0.002803497,848,28.125,-41.810314895778596,266.45617423709757,-70.72433547399753
551,0.008717097,0.004818996,1.7483E-4,0.02787443,0.00807381,0.002802399,902,33.75,-35.68533471265205,243.8030642864027,-70.27929267009566
552,0.0077931425,0.0044338307,3.0975E-4,0.02453609,0.00730947,0.002411896,1117,6.428571428571431,-48.14120779436029,314.6450217903354,-68.39781206692966
553,0.008643727,0.004761627,8.782E-5,0.02870847,0.00827702,0.00276289,927,16.875,-41.810314895778596,291.33263560177375,-74.95421200533782
554,0.008098871,0.0045899968,1.8507E-4,0.02865552,0.007551225,0.00267899,996,5.625,-41.810314895778596,323.0558493803343,-74.16809480099334
555,0.009087639,0.005054124,1.9179E-4,0.03471584,0.00828147,0.003061378,824,11.25,-35.68533471265205,311.6402070152659,-81.33379223313048
556,0.0090546645,0.004998244,9.65E-5,0.02727921,0.00822353,0.00327106,842,22.5,-35.68533471265205,261.4837977053503,-78.14190141876125
557,0.009829341,0.0056930943,4.8041E-4,0.03187766,0.00891962,0.00323322,709,28.125,-30.000000000000004,228.6181590500967,-76.29996667729004
558,0.009991033,0.005379199,6.6919E-4,0.03264046,0.00953886,0.00352579,771,16.875,-30.000000000000004,253.03309458734586,-85.45259336821948
559,0.0096307965,0.005235944,6.4488E-4,0.03706108,0.009037575,0.003432151,750,22.5,-24.624318352164078,198.97541701067507,-80.97488186872475
560,0.008959183,0.0049759084,1.1229E-4,0.03249702,0.008386375,0.003098265,860,45.0,-35.68533471265205,238.3725582751485,-61.4121121400771
561,0.008599047,0.004799076,5.781E-5,0.02812605,0.007943575,0.003082335,928,50.62499999999999,-30.000000000000004,226.99114542719198,-56.855029985174916
562,0.009699987,0.0053140656,5.5955E-4,0.04230008,0.009074465,0.00327124,774,39.375,-30.000000000000004,226.26600166528837,-66.58799721976135
563,0.009329387,0.0052422946,6.0426E-4,0.03232342,0.008719655,0.00292973,796,45.0,-24.624318352164078,215.28092440074593,-61.051447165045616
564,0.008544589,0.004776954,1.3645E-4,0.03247265,0.00794901,0.00264022,990,56.25,-24.624318352164078,219.29168677741612,-51.07069551504531
565,0.0078171445,0.0045049987,5.625E-5,0.02716286,0.00753791,0.00214468,1130,61.87499999999999,-19.47122063449069,214.1157354389527,-44.613017333159526
566,0.009189715,0.0050109085,4.8352E-4,0.03618901,0.008684215,0.00311008,796,50.62499999999999,-19.47122063449069,208.65436831289614,-54.61843847861279
567,0.008813138,0.0049460577,7.509E-5,0.03108939,0.00829447,0.00279719,906,56.25,-14.477512185929923,204.52199365120057,-47.74871706165994
568,0.0089866,0.004976982,3.0584E-4,0.02969295,0.00843243,0.0030302,850,33.75,-24.624318352164078,210.0287320950106,-71.06034695675764
569,0.009784,0.005413799,4.2688E-4,0.02866272,0.00902499,0.00316873,763,39.375,-19.47122063449069,201.12012946025132,-64.53159458049637
570,0.009751921,0.0054019825,1.2779E-4,0.03203839,0.00944718,0.00310644,745,28.125,-19.47122063449069,187.4935653373424,-74.04481925556527
571,0.009322127,0.0054494715,3.2863E-4,0.03039409,0.00863631,0.002833464,755,33.75,-14.477512185929923,184.10951318606635,-66.79140566099613
572,0.00936443,0.0053139306,1.36E-4,0.03232562,0.0088284,0.002732305,756,45.0,-14.477512185929923,196.55838340341234,-57.528642948531235
573,0.009652252,0.004903188,6.0073E-4,0.02687553,0.008942965,0.003878696,784,50.62499999999999,-9.594068226860461,194.0027547702933,-50.32816944625041
574,0.009925094,0.005471142,1.1903E-4,0.02949732,0.009550685,0.00304654,748,39.375,-9.594068226860461,182.94803936502973,-59.45518954715315
575,0.010181437,0.0055578803,5.1345E-4,0.03557131,0.00968483,0.00365393,717,45.0,-4.780191847199159,182.56745097586287,-52.08947000779223
576,0.0037273606,0.0019347777,7.06E-5,0.01346008,0.00346082,0.001446232,5145,135.0,-84.14973293629666,297.5144376540096,-23.912960245501097
577,0.0031245279,0.0016090018,5.731E-5,0.01051074,0.00292215,0.001195848,7443,157.5,-78.28414760510763,295.8580929125346,-17.403600214458503
578,0.0042354213,0.0022514907,7.571E-5,0.01614556,0.00397366,0.001543969,3928,112.5,-78.28414760510763,290.21304024852753,-24.59615598997981
579,0.002913986,0.0014924728,6.944E-5,0.01111652,0.00270618,0.00115295,8451,135.0,-72.38756092964962,287.39706086122015,-16.93868046710048
580,0.0020155562,9.6685335E-4,6.278E-5,0.0072775,0.00186436,8.9119E-4,18712,164.99999999999997,-72.38756092964962,294.6405075111383,-11.334202103443268
581,0.0012339931,4.992157E-4,5.049E-5,0.00462964,0.00115553,6.668E-4,56461,168.74999999999997,-66.44353569089878,293.4947341455923,-5.355024204841117
582,0.0019103849,8.996816E-4,5.138E-5,0.00722934,0.00177838,8.54526E-4,21089,146.25000000000003,-66.44353569089878,285.78022018237056,-9.999550994872262
583,0.0010911735,4.043949E-4,5.265E-5,0.00387396,0.00103201,6.39302E-4,77057,153.0,-60.43443884495228,284.46256943224796,-3.4123226078705624
584,0.0042904955,0.0023126293,9.12E-5,0.01525761,0.0039577,0.001566474,3889,105.0,-72.38756092964962,283.4228150422125,-25.122276463089438
585,0.003112048,0.0016163468,8.309E-5,0.01140567,0.002890085,0.001157291,7452,123.74999999999999,-66.44353569089878,279.95940394240546,-16.927020649923953
586,0.003930892,0.0020615652,6.987E-5,0.01548527,0.00363603,0.001534378,4633,101.24999999999999,-66.44353569089878,276.69898155058956,-25.339137000425914
587,0.0032757188,0.0016624585,5.066E-5,0.01130694,0.00307655,0.00128314,6929,117.0,-60.43443884495228,272.94205102944005,-16.81780790340368
588,0.0018660894,8.6999725E-4,6.757E-5,0.00733012,0.00173974,8.4914E-4,22335,135.0,-60.43443884495228,277.8784862017265,-9.380548696743809
589,0.0013311912,5.647781E-4,5.385E-5,0.00499877,0.001237,6.93622E-4,47107,142.5,-54.340912303861266,276.2352694016645,-2.263225485161395
590,0.001955493,9.3008816E-4,5.43E-5,0.00643137,0.001826435,8.6118E-4,19782,127.5,-54.340912303861266,270.5005059694572,-8.868947902858308
591,0.0020018423,0.0010496465,6.363E-5,0.01064837,0.00180892,8.5574E-4,17931,135.0,-48.14120779436029,268.5164837844871,-1.356134892408136
592,9.53105E-4,3.2459683E-4,5.097E-5,0.00287245,9.1415E-4,6.0359E-4,109751,171.0,-60.43443884495228,292.34503114484596,0.6275268499446727
593,0.0014978914,6.6035765E-4,5.033E-5,0.00571404,0.00139578,7.3498E-4,35761,172.5,-54.340912303861266,291.1495879191521,6.657242739680886
594,0.0012245141,4.9585913E-4,5.32E-5,0.00472747,0.00114619,6.6287E-4,57253,157.5,-54.340912303861266,283.1871664200522,3.017280429784329
595,0.0021175977,0.0010265042,6.278E-5,0.00848875,0.00196346,9.08735E-4,16816,160.71428571428572,-48.14120779436029,281.8395157230589,9.394553965031188
596,0.0023529008,0.0011756285,5.005E-5,0.0089021,0.00221044,9.44358E-4,13178,173.57142857142858,-48.14120779436029,289.8699412930698,12.764165005984248
597,0.0033317504,0.0017426931,6.242E-5,0.01262985,0.00310102,0.001219314,6619,174.375,-41.810314895778596,288.46082950497987,18.97440949834388
598,0.0030606068,0.0015747186,6.953E-5,0.01108223,0.00284416,0.00117543,7792,163.125,-41.810314895778596,280.33971766537513,15.784892412162375
599,0.004064756,0.0021407672,1.507E-4,0.01373785,0.00379989,0.00150616,4263,168.74999999999997,-35.68533471265205,281.77320542148556,23.192895979700953
600,0.0015282178,6.8512245E-4,5.058E-5,0.00515198,0.00142012,7.36189E-4,34278,147.85714285714286,-48.14120779436029,274.6767870158883,4.606445710695837
601,0.0025525838,0.0012789367,7.688E-5,0.00934887,0.00237612,0.00103212,11236,151.875,-41.810314895778596,273.02497471666436,11.348214678812614
602,0.0018652766,8.7756617E-4,5.36E-5,0.00613307,0.00172978,8.39224E-4,22035,140.625,-41.810314895778596,266.60957874628986,5.870021258600399
603,0.0030201315,0.0015306793,5.231E-5,0.01087749,0.00284986,0.00116516,8037,146.25000000000003,-35.68533471265205,265.5886585938369,13.332557438438158
604,0.003793776,0.001993523,8.251E-5,0.012624,0.00353004,0.0014437,4992,157.5,-35.68533471265205,273.14592251605194,18.87732896976526
605,0.0047006803,0.002509097,5.401E-5,0.01467708,0.00439934,0.00172011,3118,163.125,-30.000000000000004,274.3342204778179,26.18544428511465
606,0.0042896876,0.0022764676,5.594E-5,0.01439963,0.00395319,0.0015841,3830,151.875,-30.000000000000004,265.5393071269231,20.72231769748266
607,0.0055030794,0.00295982,2.603E-4,0.02487081,0.00512244,0.00196299,2310,157.5,-24.624318352164078,266.35200680627975,28.02253451267886
608,0.0045952196,0.0024163988,2.9641E-4,0.01492965,0.00435375,0.00163675,3475,99.00000000000001,-60.43443884495228,269.9624316711867,-25.22468586576025
609,0.0033431388,0.0016740668,1.3163E-4,0.01322546,0.00313697,0.00126553,6553,112.5,-54.340912303861266,266.10958420984906,-16.475223249839022
610,0.0048276205,0.0023861136,5.135E-5,0.01607672,0.00454465,0.0019716,3264,97.5,-54.340912303861266,263.1987169565581,-24.768162949836924
